id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
659,0.006508013233542442,0.01116525661200285,0.007441299501806498,0.011256104335188866,0.007909425534307957,0.013414178974926472,0.006787025835365057,0.004359104670584202,0.007982822135090828,0.007672156672924757,0.006522482726722956,0.007789021823555231,0.013227748684585094,0.012923638336360455,0.00931580550968647,0.010193435475230217,0.008346273563802242,0.007721330504864454,0.010843425989151001,0.007070170249789953,0.0034911618568003178,0.007961252704262733,0.01315524335950613,0.008654794655740261,0.010294947773218155,0.009159081615507603,0.004894636105746031,0.011250416748225689,0.0076622567139565945,0.012608925811946392,0.01893165148794651,0.012726162560284138,0.00910238642245531,0.009493762627243996,0.008057509548962116,0.008669901639223099,0.007326750084757805,0.013825923204421997,0.012129207141697407,0.009048184379935265,0.0052177682518959045,0.014170359820127487,0.007527609821408987,0.009041204117238522,0.011004593223333359,0.008352460339665413,0.005427441094070673,0.010565322823822498,0.01011773943901062,0.010362396016716957,0.016604138538241386,0.010122987441718578,0.009074087254703045,0.017737146466970444,0.00753765320405364,0.020854447036981583,0.009336037561297417,0.03574525937438011,0.01183192990720272,0.008749793283641338,0.006894316524267197,0.008562024682760239,0.008957790210843086,0.006062139291316271,0.009399538859724998,0.008909464813768864,0.007991171441972256,0.012964488938450813,0.013887140899896622,0.009109342470765114,0.005887788720428944,0.006289422046393156,0.015070047229528427,0.011057820171117783,0.010117948055267334,0.010296832770109177,0.01329241506755352,0.009419173933565617,0.00880886148661375,0.007127657532691956,0.008231490850448608,0.00578584149479866,0.009579997509717941,0.00997251458466053,0.01633099466562271,0.012908249162137508,0.012107954360544682,0.018284650519490242,0.00880364142358303,0.012049437500536442,0.005112883169203997,0.00897594727575779,0.008533813990652561,0.010411463677883148,0.010470730252563953,0.0071700625121593475,0.008683178573846817,0.006988407578319311,0.013220185413956642
271,0.005111429840326309,0.007654675282537937,0.01131212804466486,0.014219919219613075,0.009845401160418987,0.011049970984458923,0.008902816101908684,0.007014574948698282,0.010060635395348072,0.005114049185067415,0.007072134874761105,0.00718713877722621,0.0086570605635643,0.022283457219600677,0.01635344699025154,0.006591422948986292,0.007694215513765812,0.009718848392367363,0.011983605101704597,0.006657136604189873,0.0039062434807419777,0.012374087236821651,0.00914524681866169,0.004589584656059742,0.010525844059884548,0.011343011632561684,0.00668638851493597,0.011107204481959343,0.009500781074166298,0.007072195410728455,0.044587478041648865,0.006544108968228102,0.007463081739842892,0.004233312327414751,0.003639913396909833,0.012293829582631588,0.00693503487855196,0.007198451552540064,0.013847840949892998,0.006805263459682465,0.010111178271472454,0.004741109907627106,0.005837542936205864,0.00735202431678772,0.0048953150399029255,0.006597446743398905,0.006110311485826969,0.00833958387374878,0.029857372865080833,0.008535447530448437,0.011629249900579453,0.01098973210901022,0.010870986618101597,0.016736557707190514,0.017244329676032066,0.007380913011729717,0.019662408158183098,0.007677925750613213,0.006497365888208151,0.00996772013604641,0.014502495527267456,0.004346480593085289,0.005971474573016167,0.009389090351760387,0.010010095313191414,0.0049506560899317265,0.008770735934376717,0.00514652393758297,0.019179532304406166,0.007726434618234634,0.003744499059394002,0.009408515878021717,0.011021815240383148,0.01080405991524458,0.010800461284816265,0.0051316735334694386,0.006245593540370464,0.010829528793692589,0.01082639954984188,0.005919729825109243,0.013509450480341911,0.01144025195389986,0.00751488795503974,0.008635700680315495,0.006648645736277103,0.0289442278444767,0.025161581113934517,0.015391257591545582,0.007640704978257418,0.008997810073196888,0.007254984695464373,0.008239071816205978,0.011813929304480553,0.007117778062820435,0.015256647951900959,0.006700919009745121,0.0047152419574558735,0.015701379626989365,0.009272142313420773
1188,0.02502540685236454,0.008577469736337662,0.010418715886771679,0.007949281483888626,0.007864863611757755,0.0077700563706457615,0.007331356406211853,0.017266204580664635,0.01563251204788685,0.008734390139579773,0.010380425490438938,0.00929216668009758,0.00801357813179493,0.014295661821961403,0.01289798691868782,0.00721947243437171,0.0064108711667358875,0.021910535171628,0.00825138296931982,0.005304132122546434,0.006885692942887545,0.008717292919754982,0.0066763567738235,0.018978137522935867,0.019127970561385155,0.006380865350365639,0.006501983851194382,0.006880252622067928,0.014543255791068077,0.005892218090593815,0.008753301575779915,0.006613701581954956,0.006724075879901648,0.004891935735940933,0.01066092774271965,0.005951475352048874,0.012440630234777927,0.0069273365661501884,0.013265084475278854,0.011807975359261036,0.011645982041954994,0.012956331484019756,0.014533402398228645,0.009783534333109856,0.010202338919043541,0.010635455138981342,0.009811954572796822,0.007154777646064758,0.009802374988794327,0.010631479322910309,0.009237478487193584,0.006786607205867767,0.014351697638630867,0.009009391069412231,0.00587588082998991,0.006054044701159,0.01162208802998066,0.005161045119166374,0.010613786987960339,0.008097780868411064,0.010334663093090057,0.006858213804662228,0.00921321939677,0.007993345148861408,0.005523962900042534,0.012437564320862293,0.005941189359873533,0.005453124642372131,0.0068763429298996925,0.008148621767759323,0.011791940778493881,0.0089381393045187,0.008213856257498264,0.006382860243320465,0.017552252858877182,0.006818080320954323,0.010932711884379387,0.011482815258204937,0.01743919588625431,0.007807061076164246,0.008216336369514465,0.00992020033299923,0.011635759845376015,0.009539022110402584,0.00548816192895174,0.007881900295615196,0.010298213921487331,0.01365981251001358,0.0053723473101854324,0.008732865564525127,0.009574450552463531,0.009636050090193748,0.0106179965659976,0.02328009530901909,0.03004639409482479,0.013961615040898323,0.007544712163507938,0.009979619644582272,0.005340976174920797
1029,0.006511181592941284,0.011159120127558708,0.016379617154598236,0.012757882475852966,0.018165331333875656,0.003335239365696907,0.008302342146635056,0.013962598517537117,0.01335383765399456,0.02612137794494629,0.005830924492329359,0.04832424223423004,0.004970209673047066,0.00736619858071208,0.009128685109317303,0.006069214083254337,0.009960292838513851,0.007915173657238483,0.007109825499355793,0.012139971368014812,0.01175008062273264,0.008555445820093155,0.024372590705752373,0.01253807544708252,0.004218719433993101,0.00858819205313921,0.007217038422822952,0.009812758304178715,0.005257127806544304,0.00968374777585268,0.012645233422517776,0.008245711214840412,0.011691533029079437,0.03602556511759758,0.010541525669395924,0.00706458231434226,0.017257047817111015,0.015008756890892982,0.00498180789873004,0.03190629556775093,0.009234889410436153,0.01227801013737917,0.006863459944725037,0.0076338849030435085,0.009804869070649147,0.0054542142897844315,0.01870434358716011,0.011484489776194096,0.010912040248513222,0.0042783282697200775,0.011481408961117268,0.010407323017716408,0.0038824998773634434,0.004381009843200445,0.008527594618499279,0.008094369433820248,0.004896329715847969,0.008714577183127403,0.004757225047796965,0.018176743760704994,0.007271504960954189,0.007692157290875912,0.0068773869425058365,0.004303941037505865,0.008606724441051483,0.010722871869802475,0.011859666556119919,0.010061335749924183,0.006510344799607992,0.006666109897196293,0.008013970218598843,0.006191026419401169,0.005804924760013819,0.006444966420531273,0.006846345961093903,0.013232026249170303,0.012636433355510235,0.005797205492854118,0.00973628181964159,0.006278639193624258,0.00567274447530508,0.004275000188499689,0.015938401222229004,0.007904687896370888,0.006365506444126368,0.0105224484577775,0.005361026152968407,0.011138569563627243,0.004570181015878916,0.008724743500351906,0.005091411992907524,0.017956523224711418,0.005842732265591621,0.004123442340642214,0.004566218238323927,0.006077940110117197,0.010646170936524868,0.010370712727308273,0.007104836404323578
1122,0.008012804202735424,0.010444722138345242,0.00659608980640769,0.012902287766337395,0.020312871783971786,0.00706122862175107,0.009236017242074013,0.005080860573798418,0.017575709149241447,0.005665660370141268,0.008359448052942753,0.020387286320328712,0.004272167105227709,0.01329836156219244,0.009251299314200878,0.006620385218411684,0.006523400545120239,0.004938826430588961,0.004136682953685522,0.011596860364079475,0.017209168523550034,0.016778025776147842,0.010186786763370037,0.013148664496839046,0.007818012498319149,0.019853312522172928,0.014713655225932598,0.006995976436883211,0.004845034331083298,0.009826439432799816,0.010619240812957287,0.014011858031153679,0.012154840864241123,0.009548221714794636,0.010083518922328949,0.006528325378894806,0.030653677880764008,0.009599790908396244,0.0038397517055273056,0.017555728554725647,0.011782628484070301,0.012634480372071266,0.006420359946787357,0.006203209515661001,0.006549726705998182,0.009479031898081303,0.01122217159718275,0.0055138966999948025,0.010421094484627247,0.00472642807289958,0.005802465137094259,0.00845236238092184,0.013622122816741467,0.005723696667701006,0.021055668592453003,0.006213287357240915,0.00532212108373642,0.008534611202776432,0.00677016656845808,0.011937021277844906,0.006782310549169779,0.007009051274508238,0.008985196240246296,0.006261016242206097,0.014079595915973186,0.004183332901448011,0.005587805528193712,0.013087195344269276,0.014277639798820019,0.014100269414484501,0.009990416467189789,0.008639400824904442,0.007556625176221132,0.005278978496789932,0.009872774593532085,0.007767565082758665,0.010355322621762753,0.006688626483082771,0.010254520922899246,0.016769742593169212,0.012305342592298985,0.00918102078139782,0.011868744157254696,0.006050156429409981,0.008295098319649696,0.007464265916496515,0.00900963507592678,0.018221525475382805,0.006948158144950867,0.005791864357888699,0.008576315827667713,0.006679481361061335,0.023549886420369148,0.009403941221535206,0.011485567316412926,0.01200337614864111,0.0041917371563613415,0.017100652679800987,0.007716239895671606
220,0.008557302877306938,0.005383262876421213,0.005148190539330244,0.006684494204819202,0.008423714898526669,0.019518902525305748,0.004519582726061344,0.0046725100837647915,0.007822507992386818,0.008654861710965633,0.008480474352836609,0.006568548269569874,0.007421398069709539,0.010795917361974716,0.007954233326017857,0.0074938456527888775,0.005970647092908621,0.006954186130315065,0.005169539246708155,0.010596569627523422,0.010503171943128109,0.004304442089051008,0.007982365787029266,0.01158699207007885,0.010489866137504578,0.017437975853681564,0.0071667456068098545,0.007407255470752716,0.009869646281003952,0.006882022600620985,0.007620637305080891,0.01129240170121193,0.008508548140525818,0.008061380125582218,0.010295301675796509,0.0035230282228440046,0.012122835963964462,0.010992314666509628,0.004611928481608629,0.01175449974834919,0.010701150633394718,0.008247394114732742,0.007597779389470816,0.014118707738816738,0.007449977099895477,0.007792675867676735,0.005927263293415308,0.007282347418367863,0.012959271669387817,0.012809468433260918,0.013342629186809063,0.009122565388679504,0.023096248507499695,0.007851410657167435,0.007742134388536215,0.012177551165223122,0.04003280773758888,0.0069116814993321896,0.023155782371759415,0.010969708673655987,0.005406194366514683,0.012330573983490467,0.008970838040113449,0.016169456765055656,0.007805662229657173,0.00997308548539877,0.0063980985432863235,0.00842597708106041,0.011789415031671524,0.025180839002132416,0.013229905627667904,0.008474273607134819,0.011147419922053814,0.005556375253945589,0.01422184333205223,0.01300532091408968,0.015537270344793797,0.009059031493961811,0.01008131355047226,0.008133030496537685,0.008113489486277103,0.013931922614574432,0.017564889043569565,0.007114162668585777,0.005994729697704315,0.007251890376210213,0.010727201588451862,0.011310838162899017,0.014262276701629162,0.0068998197093605995,0.010804394260048866,0.006988780107349157,0.01978660747408867,0.012052532285451889,0.010808450169861317,0.005232511553913355,0.008426682092249393,0.005553385708481073,0.007787026930600405
52,0.020451655611395836,0.004747409839183092,0.007675668224692345,0.006963650230318308,0.0051348889246582985,0.02041827142238617,0.009492361918091774,0.01450342033058405,0.007821851409971714,0.00630051176995039,0.006556358654052019,0.006671046372503042,0.007463205140084028,0.015242809429764748,0.013438289053738117,0.008688574656844139,0.016886156052350998,0.007910240441560745,0.007502372842282057,0.0058454787358641624,0.007138156797736883,0.010562941431999207,0.008008964359760284,0.00989615824073553,0.0130585553124547,0.006943625397980213,0.009257389232516289,0.010698794387280941,0.005112904589623213,0.011453353799879551,0.011004225350916386,0.012483906000852585,0.010158740915358067,0.012572363018989563,0.011205500923097134,0.009617975912988186,0.006904897280037403,0.011359688825905323,0.01258883811533451,0.004378246143460274,0.008225884288549423,0.00789586827158928,0.01521401945501566,0.02448165789246559,0.007951494306325912,0.009116005152463913,0.006707313470542431,0.0127659160643816,0.00787267554551363,0.013012268580496311,0.008367758244276047,0.005744011607021093,0.015312310308218002,0.014958569779992104,0.007981832139194012,0.005368884187191725,0.009392224252223969,0.01240923535078764,0.008308452554047108,0.00590588478371501,0.009430010803043842,0.0046577597968280315,0.008178233169019222,0.00787866860628128,0.008033514954149723,0.008937097154557705,0.007589700631797314,0.007853321731090546,0.010646326467394829,0.01071393582969904,0.009193914011120796,0.00497449142858386,0.010934365913271904,0.006738362833857536,0.011342878453433514,0.007058866787701845,0.007157357409596443,0.008666707202792168,0.0054634325206279755,0.008255595341324806,0.006246598437428474,0.006985992658883333,0.005002669990062714,0.01242985762655735,0.015774842351675034,0.01627175509929657,0.010655402205884457,0.006234185304492712,0.018961630761623383,0.00607161782681942,0.009057576768100262,0.01076537650078535,0.014054681174457073,0.011869656853377819,0.010594694875180721,0.012301207520067692,0.007420757785439491,0.023012332618236542,0.0314728319644928
1162,0.004503378178924322,0.006321446038782597,0.007466577459126711,0.011517899110913277,0.007932862266898155,0.015595341101288795,0.006616555619984865,0.004225969780236483,0.005420276429504156,0.005660003982484341,0.006869850214570761,0.007271624635905027,0.005190026015043259,0.008657701313495636,0.008768030442297459,0.010653011500835419,0.01247150357812643,0.009315263479948044,0.019926542416214943,0.005556047894060612,0.00848359428346157,0.009321010671555996,0.021131668239831924,0.006553560961037874,0.0035756148863583803,0.008091458119452,0.004853382240980864,0.007860979996621609,0.003988824784755707,0.03855932503938675,0.0180381890386343,0.012467415072023869,0.007318741176277399,0.007693637162446976,0.005638754926621914,0.005758935119956732,0.008296914398670197,0.018892325460910797,0.015102973207831383,0.0037255678325891495,0.010359426960349083,0.009521858766674995,0.005754692945629358,0.02061745896935463,0.0053809285163879395,0.008204733952879906,0.005758563056588173,0.021120650693774223,0.008302711881697178,0.009167051874101162,0.011341980658471584,0.010634344071149826,0.008695462718605995,0.04534072056412697,0.018320607021450996,0.018250109627842903,0.010545089840888977,0.01880648173391819,0.01700460910797119,0.003694115439429879,0.008177157491445541,0.009453818202018738,0.008836697787046432,0.007840610109269619,0.015533119440078735,0.014028926379978657,0.005615804810076952,0.006704469211399555,0.009023618884384632,0.005093390122056007,0.005464667920023203,0.007381408475339413,0.00688465079292655,0.013642019592225552,0.008064125664532185,0.003160506719723344,0.004900661297142506,0.01400222722440958,0.007289612200111151,0.006110823713243008,0.01062074676156044,0.006171096581965685,0.004846914671361446,0.009692491963505745,0.01995018869638443,0.0145003916695714,0.02524111606180668,0.011821962893009186,0.009883505292236805,0.006623499561101198,0.00850142352283001,0.005403994582593441,0.005733780097216368,0.006044701207429171,0.006094642449170351,0.008975746110081673,0.00555544113740325,0.007038735318928957,0.007976964116096497
1303,0.007430424448102713,0.013943023979663849,0.01392283197492361,0.005900230724364519,0.020943427458405495,0.005524043925106525,0.005394358653575182,0.008553692139685154,0.011499913409352303,0.0050751990638673306,0.014494206756353378,0.008370794355869293,0.012681744061410427,0.0059992652386426926,0.009610714390873909,0.014559973962605,0.008911069482564926,0.016354428604245186,0.003174785990267992,0.003378505352884531,0.01278256718069315,0.006333091761916876,0.008034734055399895,0.006344406399875879,0.00494545279070735,0.023523472249507904,0.009914935566484928,0.003773115575313568,0.007303672377020121,0.016606222838163376,0.011193571612238884,0.004449677653610706,0.007242176681756973,0.004403338301926851,0.04252885654568672,0.0042042541317641735,0.01059439405798912,0.005665679927915335,0.0035776530858129263,0.015266348607838154,0.006455936003476381,0.023255378007888794,0.007359737064689398,0.004642338491976261,0.0055571370758116245,0.007608690299093723,0.031096305698156357,0.006528953555971384,0.005180016625672579,0.013582110404968262,0.010751848109066486,0.013175961561501026,0.00934587325900793,0.00820196233689785,0.006806556135416031,0.005339930299669504,0.004008470103144646,0.005665243603289127,0.009252126328647137,0.007896482944488525,0.006231116130948067,0.015844976529479027,0.016243165358901024,0.01043520774692297,0.0047176070511341095,0.010274824686348438,0.01112047117203474,0.025295520201325417,0.005255481693893671,0.009959499351680279,0.01132053043693304,0.016129324212670326,0.011856982484459877,0.008719253353774548,0.007001886609941721,0.0055671571753919125,0.01722455956041813,0.0067217047326266766,0.01085658185184002,0.010430485010147095,0.014376954175531864,0.015378253534436226,0.005866683553904295,0.015840288251638412,0.009781362488865852,0.006167277228087187,0.006418532691895962,0.012691200710833073,0.005295371636748314,0.0034462898038327694,0.007871359586715698,0.006157808005809784,0.009091704152524471,0.007064969278872013,0.016919495537877083,0.01486478466540575,0.016820482909679413,0.004045793320983648,0.004573923535645008
296,0.005133206024765968,0.010326424613595009,0.00507401954382658,0.005697084590792656,0.028217019513249397,0.01151015143841505,0.007404900621622801,0.008171959780156612,0.008327801711857319,0.00782047864049673,0.010864504612982273,0.004277120344340801,0.010227899067103863,0.01257916446775198,0.009625173173844814,0.008285239338874817,0.006197864655405283,0.005258724093437195,0.0077201309613883495,0.004934412427246571,0.0064463308081030846,0.009279383346438408,0.010465918108820915,0.0067369272001087666,0.01002474594861269,0.0137006975710392,0.020592542365193367,0.006482758559286594,0.006353558041155338,0.006755073554813862,0.009548638947308064,0.0055923014879226685,0.008554904721677303,0.007598539814352989,0.0394337959587574,0.008855103515088558,0.01105224434286356,0.006450179498642683,0.0015932492678985,0.00924004428088665,0.00873324554413557,0.020190704613924026,0.008008714765310287,0.011848771013319492,0.005071304272860289,0.014859078451991081,0.009538949467241764,0.004669566173106432,0.006278542336076498,0.0109431566670537,0.007090296130627394,0.012202792800962925,0.012868580408394337,0.010287714190781116,0.01257221307605505,0.009922750294208527,0.008324124850332737,0.015224030241370201,0.008222906850278378,0.004965648055076599,0.008148116990923882,0.014443553984165192,0.02663724683225155,0.011544588021934032,0.013682185672223568,0.010356123559176922,0.01340515911579132,0.006755398586392403,0.0072948867455124855,0.008658275939524174,0.00889731664210558,0.011044206097722054,0.004637396894395351,0.013161511160433292,0.008930397219955921,0.013532202690839767,0.006438231095671654,0.0063856253400444984,0.015982137992978096,0.0089923907071352,0.014830418862402439,0.006605521775782108,0.005350301042199135,0.008131138049066067,0.004693914204835892,0.007971011102199554,0.008046435192227364,0.009112883359193802,0.007684484589844942,0.005374874919652939,0.009091909043490887,0.030077936127781868,0.006977755110710859,0.013071415945887566,0.013556309975683689,0.007261206861585379,0.020324695855379105,0.012567446567118168,0.006110161077231169
